broad_id,name,canonical_smiles,clean_smiles
BRD-K27721098-065-08-6,clopidogrel,COC(=O)[C@@H](N1CCc2sccc2C1)c1ccccc1Cl,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
BRD-K27732927-001-03-6,CYM-50769,COc1ccc(Oc2c(Cl)cnn(C3c4ccccc4-c4ccccc34)c2=O)cc1,COc1ccc(Oc2c(Cl)cnn(C3c4ccccc4-c4ccccc43)c2=O)cc1
BRD-K27737647-300-03-0,H-89,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12
BRD-K27755542-001-01-6,PF-04937319,CN(C)C(=O)c1ncc(Oc2cc(cc3oc(C)cc23)C(=O)Nc2cnc(C)cn2)cn1,Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)nc3)c3cc(C)oc3c2)cn1
BRD-K27771035-001-02-5,clindamycin-phosphate,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1
BRD-K27798832-001-01-5,cefetamet,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:12|,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1
BRD-K27799744-001-02-8,cyclovirobuxin-D,CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4[C@]5(C[C@@]35CC[C@]12C)CC[C@H](NC)C4(C)C,CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](NC)CC[C@@]45C[C@@]35CC[C@]12C
BRD-K27811785-001-02-9,cipargamin,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc21,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12
BRD-K27853494-003-04-7,"1S,2R-phenylpropanolamine",C[C@@H](N)[C@@H](O)c1ccccc1,C[C@@H](N)[C@@H](O)c1ccccc1
BRD-K27871792-001-01-8,flucloxacillin,Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)-c1c(F)cccc1Cl,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
BRD-K27885593-001-06-8,corosolic-acid,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O |c:9|,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
BRD-K27889527-001-10-9,jnj-5207852,C(COc1ccc(CN2CCCCC2)cc1)CN1CCCCC1,c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1
BRD-K27898013-001-01-4,fluphenazine-decanoate,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
BRD-K27911943-001-02-8,"chromanol-293B-(-)-[3R,4S]",CCS(=O)(=O)N(C)[C@@H]1[C@@H](O)C(C)(C)Oc2ccc(cc12)C#N,CCS(=O)(=O)N(C)[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O
BRD-K27938825-001-02-4,ASA-404,Cc1ccc2c(oc3c(CC(O)=O)cccc3c2=O)c1C,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C
BRD-K27955832-001-02-9,lomeguatrib,Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1,Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1
BRD-K27963513-236-01-3,fosfructose,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O,O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
BRD-K27983781-001-01-4,MK-2894,Cc1sc(C)c(C(=O)NC2(CC2)c2ccc(cc2)C(O)=O)c1Cc1ccc(cc1)C(F)(F)F,Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1
BRD-K28007504-051-01-2,Ro-60-0175,C[C@H](N)Cn1ccc2cc(F)c(Cl)cc12,C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21
BRD-K28010364-001-01-0,PFK-158,FC(F)(F)c1ccc2ccc(\C=C\C(=O)c3ccncc3)nc2c1,O=C(/C=C/c1ccc2ccc(C(F)(F)F)cc2n1)c1ccncc1
BRD-K28029915-001-02-2,dolasetron,O=C(O[C@H]1C[C@H]2C[C@H]3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12,O=C(O[C@@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12
BRD-K28030264-001-02-7,N-hydroxynicotinamide,ONC(=O)c1cccnc1,O=C(NO)c1cccnc1
BRD-K28059174-001-02-9,INCB-003284,COc1ccc(cn1)C1(O)CCC(CC1)N1CC[C@H](C1)NC(=O)CNC(=O)c1cccc(c1)C(F)(F)F,COc1ccc(C2(O)CCC(N3CC[C@@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1
BRD-K28061410-001-05-8,beta-lapachone,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O |c:5|,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
BRD-K28115081-001-02-7,apafant,Cc1nnc2CN=C(c3cc(CCC(=O)N4CCOCC4)sc3-n12)c1ccccc1Cl |c:6|,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
BRD-K28120222-001-08-4,parthenolide-(alternate-stereo),C\C1=C/CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1 |c:1|,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(\C)CC[C@@H]12
BRD-K28121004-001-01-1,N-acetylglycyl-D-glutamic-acid,CC(=O)NCC(=O)N[C@H](CCC(O)=O)C(O)=O,CC(=O)NCC(=O)N[C@H](CCC(=O)O)C(=O)O
BRD-K28132190-001-02-0,NVS-PAK1-1,CC(C)NC(=O)N1CC[C@@H](C1)NC1=Nc2cc(F)ccc2N(CC(F)F)c2ccc(Cl)cc12 |t:13|,CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1
BRD-K28143534-001-02-2,cyproheptadine,CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12 |c:16|,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
BRD-K28183345-001-15-9,proguanil,CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1
BRD-K28192623-001-01-3,spiradoline,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)Cc1ccc(Cl)c(Cl)c1,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
BRD-K28210218-236-08-1,cephalothin,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1cccs1)C2=O)C(O)=O |t:5|,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
BRD-K28217197-001-01-4,ganaxolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C
BRD-K28224173-001-03-9,tebipenem,"C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SC3CN(C3)C3=NCCS3)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C |c:19,t:14|",C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12
BRD-K28307902-001-20-9,flutamide,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
BRD-K28308851-303-01-8,alpha-methylhistamine-dihydrobromide-(S)-(+),C[C@H](N)Cc1cnc[nH]1,C[C@H](N)Cc1cnc[nH]1
BRD-K28343777-001-01-6,20-hydroxyecdysone,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C |t:16|,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C
BRD-K28346421-001-06-8,rifapentine,"CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(O)c(\C=N\N4CCN(CC4)C4CCCC4)c(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C |c:38,t:3,40|",CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
BRD-K28352084-001-02-3,CH5132799,CS(=O)(=O)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1,CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21
BRD-K28354016-001-12-9,homidium,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
BRD-K28360340-001-05-9,TW-37,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)c2ccccc2C(C)(C)C)c(O)c(O)c1O,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O
BRD-K28383148-001-01-4,AP1903,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCNC(=O)COc2cccc(c2)[C@@H](CCc2ccc(OC)c(OC)c2)OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](CC)c2cc(OC)c(OC)c(OC)c2)c1)c1cc(OC)c(OC)c(OC)c1,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCNC(=O)COc2cccc([C@@H](CCc3ccc(OC)c(OC)c3)OC(=O)[C@@H]3CCCCN3C(=O)[C@@H](CC)c3cc(OC)c(OC)c(OC)c3)c2)c1)c1cc(OC)c(OC)c(OC)c1
BRD-K28392481-001-03-6,AZD4547,COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N3C[C@H](C)N[C@H](C)C3)[nH]n2)cc(OC)c1,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)[nH]n2)cc(OC)c1
BRD-K28405228-001-06-7,mecarbinate,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12
BRD-K28428262-001-04-1,brivanib,C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1
BRD-K28442028-001-01-3,R-1479,Nc1ccn([C@@H]2O[C@@](CO)(N=[N+]=[N-])[C@@H](O)[C@H]2O)c(=O)n1,[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
BRD-K28453807-003-11-2,nitrocaramiphen,CCN(CC)CCOC(=O)C1(CCCC1)c1ccc(cc1)[N+]([O-])=O,CCN(CC)CCOC(=O)C1(c2ccc([N+](=O)[O-])cc2)CCCC1
BRD-K28456624-001-01-1,seocalcitol,CCC(O)(CC)\C=C\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/C=C/C(O)(CC)CC)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
BRD-K28470988-001-04-6,L-690330,CC(Oc1ccc(O)cc1)(P(O)(O)=O)P(O)(O)=O,CC(Oc1ccc(O)cc1)(P(=O)(O)O)P(=O)(O)O
BRD-K28492574-001-01-6,piconol,OCc1ccccn1,OCc1ccccn1
BRD-K28494619-001-27-4,sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
BRD-K28537285-001-01-8,chidamide,Nc1ccc(F)cc1NC(=O)c1ccc(CNC(=O)\C=C\c2cccnc2)cc1,Nc1ccc(F)cc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1
BRD-K28542495-003-12-7,benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
BRD-K28550399-001-03-9,trandolapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@@H]2C[C@H]1C(O)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
BRD-K28567778-001-01-9,neuropathiazol,CCOC(=O)c1ccc(cc1)N(C)c1csc(n1)-c1ccccc1,CCOC(=O)c1ccc(N(C)c2csc(-c3ccccc3)n2)cc1
BRD-K28570407-001-02-0,A-803467,COc1cc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2)cc(OC)c1,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1
BRD-K28571773-001-01-6,SP-141,COc1ccc2[nH]c3c(nccc3c2c1)-c1cccc2ccccc12,COc1ccc2[nH]c3c(-c4cccc5ccccc45)nccc3c2c1
BRD-K28578425-001-07-0,cilostamide,CN(C1CCCCC1)C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1
BRD-K28580965-238-01-3,metafolin,CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]c(N)nc(=O)c12,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
BRD-K28595280-001-03-7,meglumine,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
BRD-K28639661-001-01-6,NGD-94-1,C(N1CCN(CC1)c1ncccn1)c1cnc([nH]1)-c1ccccc1,c1ccc(-c2ncc(CN3CCN(c4ncccn4)CC3)[nH]2)cc1
BRD-K28667793-001-27-3,pyrazinamide,NC(=O)c1cnccn1,NC(=O)c1cnccn1
BRD-K28687144-001-07-9,fosfosal,OC(=O)c1ccccc1OP(O)(O)=O,O=C(O)c1ccccc1OP(=O)(O)O
BRD-K28690501-001-02-1,diosgenin,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@]11CC[C@@H](C)CO1 |t:8|,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
BRD-K28761384-001-10-9,zuclopenthixol,OCCN1CCN(CC\C=C2\c3ccccc3Sc3ccc(Cl)cc23)CC1,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1
BRD-K28761891-001-09-3,ramelteon,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
BRD-K28773847-001-07-7,RLX,O=c1n2CCCCCc2nc2ccccc12,O=c1c2ccccc2nc2n1CCCCC2
BRD-K28822270-001-01-1,resminostat,CN(C)Cc1ccc(cc1)S(=O)(=O)n1ccc(\C=C\C(=O)NO)c1,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1
BRD-K28824103-001-02-8,genipin,"COC(=O)C1=CO[C@@H](O)[C@H]2[C@@H]1CC=C2CO |c:13,t:4|",COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12
BRD-K28849549-001-11-8,mesalazine,Nc1ccc(O)c(c1)C(O)=O,Nc1ccc(O)c(C(=O)O)c1
BRD-K28861668-001-01-9,A922500,OC(=O)[C@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2ccc(C(=O)[C@@H]3CCC[C@@H]3C(=O)O)cc2)cc1
BRD-K28863208-001-02-0,PNU-282987,Clc1ccc(cc1)C(=O)N[C@H]1CN2CCC1CC2,O=C(N[C@H]1CN2CCC1CC2)c1ccc(Cl)cc1
BRD-K28907958-001-04-3,CD-437,OC(=O)c1ccc2cc(ccc2c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2,O=C(O)c1ccc2cc(-c3ccc(O)c(C45CC6CC(CC(C6)C4)C5)c3)ccc2c1
BRD-K28912512-001-23-2,nicotinamide,NC(=O)c1cccnc1,NC(=O)c1cccnc1
BRD-K28935038-001-02-2,loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1 |c:10|,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
BRD-K28936863-051-31-4,ketotifen,CN1CCC(CC1)=C1c2ccsc2C(O)=Cc2ccccc12 |c:16|,CN1CCC(=C2c3ccccc3C=C(O)c3sccc32)CC1
BRD-K28936863-051-36-9,ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
BRD-K28965160-001-01-1,BVD-523,CC(C)Nc1cc(-c2c[nH]c(c2)C(=O)N[C@H](CO)c2cccc(Cl)c2)c(Cl)cn1,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1
BRD-K28971625-003-01-4,ZD-7114,COCCNC(=O)COc1ccc(OCCNC[C@H](O)COc2ccccc2)cc1,COCCNC(=O)COc1ccc(OCCNC[C@H](O)COc2ccccc2)cc1
BRD-K28982731-001-01-6,emoxipin,CCc1nc(C)ccc1O,CCc1nc(C)ccc1O
BRD-K29066607-001-02-9,D-157495,Nc1nc(N)c2c(OCC3CCN(Cc4c(Cl)cccc4Cl)CC3)cccc2n1,Nc1nc(N)c2c(OCC3CCN(Cc4c(Cl)cccc4Cl)CC3)cccc2n1
BRD-K29113274-001-26-7,ketoconazole,"CC(=O)N1CCN(CC1)c1ccc(OC[C@@H]2CO[C@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1 |&1:15,18|",CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
BRD-K29133151-001-03-2,"ICI-185,282",OC(=O)CCC\C=C/C[C@@H]1CO[C@@H](O[C@@H]1c1ccccc1O)C(F)(F)F,O=C(O)CCC/C=C\C[C@@H]1CO[C@H](C(F)(F)F)O[C@@H]1c1ccccc1O
BRD-K29151923-001-01-5,CYM-5520,Cc1cc(C(=O)Cn2cc(ccc2=O)C#N)c(C)n1Cc1ccccc1,Cc1cc(C(=O)Cn2cc(C#N)ccc2=O)c(C)n1Cc1ccccc1
BRD-K29173907-001-09-2,isoflupredone-acetate,"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C |c:19,t:15|",CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
BRD-K29229654-304-02-0,ticarcillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)c3ccsc3)C(=O)N2[C@H]1C(O)=O,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O
BRD-K29254801-001-14-7,thiram,CN(C)C(=S)SSC(=S)N(C)C,CN(C)C(=S)SSC(=S)N(C)C
BRD-K29313239-005-09-4,4-DAMP,C[N+]1(C)CCC(CC1)OC(=O)C(c1ccccc1)c1ccccc1,C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1
BRD-K29328421-001-01-6,GSK9027,Fc1ccc(cc1)-n1ncc2cc(ccc12)-c1ccc(NS(=O)(=O)Cc2ccccc2)cc1C(F)(F)F,O=S(=O)(Cc1ccccc1)Nc1ccc(-c2ccc3c(cnn3-c3ccc(F)cc3)c2)c(C(F)(F)F)c1
BRD-K29343434-001-02-9,BMS-906024,CN1c2ccccc2C(=N[C@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)C1=O)c1ccccc1 |c:9|,CN1C(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C(c2ccccc2)c2ccccc21
BRD-K29359156-001-30-1,ebselen,O=c1n([se]c2ccccc12)-c1ccccc1,O=c1c2ccccc2[se]n1-c1ccccc1
BRD-K29392254-001-02-2,pantothenic-acid,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
BRD-K29395450-001-06-8,PIK-93,CC(=O)Nc1nc(C)c(s1)-c1ccc(Cl)c(c1)S(=O)(=O)NCCO,CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1
BRD-K29415052-050-04-8,BGT226,COc1ccc(cn1)-c1ccc2ncc3n(C)c(=O)n(-c4ccc(N5CCNCC5)c(c4)C(F)(F)F)c3c2c1,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1
BRD-K29424831-003-01-3,TCS-OX2-29,COc1cc2CCN(Cc2cc1OC)C(=O)[C@@H](NCc1ccncc1)C(C)(C)C,COc1cc2c(cc1OC)CN(C(=O)[C@@H](NCc1ccncc1)C(C)(C)C)CC2
BRD-K29458283-001-29-9,chlorambucil,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
BRD-K29462201-001-01-9,deserpidine,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(OC)c(OC)c(OC)c1,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
BRD-K29530284-001-06-2,amlexanox,CC(C)c1ccc2oc3nc(N)c(cc3c(=O)c2c1)C(O)=O,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
BRD-K29542628-001-03-9,1-naphthyl-PP1,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc12,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21
BRD-K29546239-001-02-3,SNC-80,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N1C[C@@H](C)N(CC=C)C[C@@H]1C)c1cccc(OC)c1,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C
BRD-K29562203-004-08-3,SCH-202676,CN=c1nc(-c2ccccc2)n(s1)-c1ccccc1,CN=c1nc(-c2ccccc2)n(-c2ccccc2)s1
BRD-K29570907-001-07-3,sulmetozine,COc1cc(cc(OC)c1OC)C(=S)N1CCOCC1,COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC
BRD-K29582115-001-04-9,ziprasidone,Clc1cc2NC(=O)Cc2cc1CCN1CCN(CC1)c1nsc2ccccc12,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
BRD-K29582677-300-08-0,flunarizine,Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1
BRD-K29626940-001-01-5,imidafenacin,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1
BRD-K29653726-001-13-4,topiramate,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1
BRD-K29656036-001-02-5,MK-8245,OC(=O)Cn1nnc(n1)-c1cc(no1)N1CCC(CC1)Oc1cc(F)ccc1Br,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1
BRD-K29660062-001-01-6,TC-ASK-10,CC(C)(C)c1ccc(cc1)C(=O)Nc1cn2cc(ccc2n1)-n1ccnc1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1
BRD-K29668683-300-02-2,BD-1063,CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1
BRD-K29673530-001-05-4,hypericin,Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65
